"","Jokes.Riddles","Dream","The.other.woman","Single","Lesbian","Confession","Answer.any.question","Poetry","Sexless.marriage","Anxiety","Curious","Random.Thoughts","Movies","Human.Behavior","Think.too.much","Make.friends","Depression","Need.talk","Music","Bored","Good.quote","Good.quote.1","Ten.word.story","Lonely","Depressed","God","Affair","Lyrics","Song","Pictures","Christian","Military.girlfriend","Love.didn.t.love.me","Weird.humor","Cut.myself","Am.I.attractive","Writing","New.member","Depression.loneliness","Lose.weight","Photography","Atheist","Bi","Anything.you.ask","Quotes","Kik.messenger","Gamer","Gay","Workplace.mobbing","Limericks"
"V21",0.231660469655541,-0.0359025010925402,-0.067982425722672,0.00925456625980678,-0.117231138001411,-0.00457128524999223,-0.139071745496456,0.132586448631985,-0.0139251558413253,-0.0292365171909471,0.164179894864595,0.27354201115092,0.180342681863249,0.20045559803615,0.147466690450102,-0.0410820432885067,-0.066754473960437,-0.107418742004082,0.199824672357958,0.0539010878316065,1,0.376362148479665,0.285856416091516,-0.0298270639554111,0.0527916902036786,0.081177090758898,-0.0354672333167632,0.196599427613295,0.238460113605161,0.101002839413012,0.0397175538909015,-1,-0.04987960770729,0.121766343427049,-0.166539946151784,-0.0129964610007478,0.20854548172324,-0.17715698519127,-0.194468112960294,-0.0300465113913051,0.160004136231188,0.0570752512450235,-0.0780074386815833,-0.0782853318253918,0.327712460823622,-0.201281142545072,0.0221561574073218,-0.07166284578721,-1,-1
"V22",0.245973708799738,-0.0793982984229594,-0.15768347022179,0.0268919268012562,-0.108885035982489,-0.0223754519506662,-0.0239090801378142,0.149299194734826,-0.0533719905751414,-0.00833343425894102,0.127351602560574,0.290689397250801,0.153295907911931,0.178390869014858,0.156362081775419,-0.0423670216362675,-0.0201562266325986,-0.106910081256179,0.18326777974156,0.0847101050807799,0.376362148479665,1,0.30324633202532,-0.0257248919645164,0.0631701449343533,0.082600458323811,-0.178335974020395,0.241536537257116,0.212863988388056,0.061189159866532,0.114281488970862,-0.242915358259179,-0.0876000732386994,0.160335789952227,-0.073160386190559,0.0722460078425551,0.230124480804381,-0.174853107331801,-0.0233819078599979,-0.0128784454107443,0.152278256619451,0.140233267259487,-0.110619178916899,-0.0644512764641472,0.298980470496951,-0.0324906925655923,0.0627404121819971,-0.110699303724054,-1,0.227500599513319
"V23",0.237601164921486,-0.0710898095147364,-0.0344794450070891,0.00743386123936334,-0.151259467223623,0.0320242813592215,-0.0522605309266059,0.213557151793002,0.0956279652857333,0.00502361311225224,0.140480768306043,0.317368658815481,0.0858891435620532,0.20725847638736,0.137214760714871,-0.0251445137159281,-0.00162703754840805,-0.129675814570803,0.138680819211825,-0.00348467638494819,0.285856416091516,0.30324633202532,1,-0.0213737077488421,0.0383381845865079,0.0492322122860631,-0.0752438983410544,0.2056157713377,0.2642089202458,0.18503724704083,0.0948985447702883,-1,-0.0422812333588884,0.112180012811426,-0.0304721974939662,0.074652467241204,0.330089586377046,-0.184919009168513,-0.061902636947327,0.0378409901664895,0.138794674033871,0.0926022500620191,-0.152710526913609,-0.11783200210986,0.304811077741772,-0.0695700400864789,-0.0127336463524846,-0.195171620337358,-1,-1
"V24",-0.0709225480995978,-0.125113912943057,-0.143436936036064,0.0841563582465494,-0.0704892725324713,-0.154911048105731,-0.102011065246153,-0.0415002156877584,-0.190374883370862,0.0254169485982206,0.00664849487885378,0.0256083486208583,0.00729249205324781,0.032126179279408,0.07382150526674,0.0195044049961424,0.0838664689949918,0.0656628917180458,-0.0100029504154732,0.0908371626750643,-0.0298270639554111,-0.0257248919645164,-0.0213737077488421,1,0.154544585406051,0.0465657674949898,-0.199595583186424,0.0355783182160887,0.0457816489741628,0.0132437048910787,-0.0466331569200153,-0.138811467546525,0.0136932100464242,0.00921392962736473,0.016923067096116,0.00454611524157,-0.00997839553049818,-0.150022120222221,0.0346932101520404,0.000126244940504799,0.00523000148757021,0.0294737993993755,-0.0568322874342324,-0.0684053531490768,-0.0241286554240027,-0.0587841699636667,0.034812814480548,-0.0907214112646045,-1,-1
"V25",-0.0548206731837332,-0.0346934290631429,-0.149631747391093,0.0541717114243256,-0.0386222481037643,-0.083804271908261,-0.0659319323452392,0.05437109804027,-0.201480638028015,0.131828987390084,0.0341726100300079,0.0765844996706764,0.0759802947725935,0.0707064692270167,0.0855479309162694,0.00250357364092107,0.181205492028406,0.0527753867762778,0.0685497800095569,0.154797274156191,0.0527916902036786,0.0631701449343533,0.0383381845865079,0.154544585406051,1,0.00383083920174404,-0.152352359176807,0.13396574550735,0.158475361168146,0.021282282682154,0.0718339248193384,-0.0888111643787223,-0.0143245111238813,0.0440355443438455,0.184830581336021,0.0157454183897037,0.104637790901922,-0.142304397926012,0.0785680493985174,0.107791072239593,0.0715391603416421,0.101617157995268,0.0297053517280775,-0.0742457453513313,0.050124436548274,-0.0219329228560742,0.0731186593736898,-0.0635938772827935,-1,-1
"V26",0.059277007529796,-0.0860759894376903,-0.153921761403461,0.141827043186715,-0.107968716051256,-0.0576763876974225,-0.0147610258771319,-0.0289172008773157,-0.178891780908414,-0.0289172008773157,0.158333951320926,0.10222640501197,0.0647942803203383,0.159290209585387,0.02631915112415,0.040622903379493,0.0595883149248347,0.00156319083090813,0.0570016582652127,-0.0172584080431415,0.081177090758898,0.082600458323811,0.0492322122860631,0.0465657674949898,0.00383083920174404,1,-1,0.0378647458840801,0.0650955560415357,0.0654253368929098,0.286682209106963,-0.135126868301712,-0.0131164594385331,0.0727122913300704,0.00343218103444032,0.0904718968905255,0.0860353747998052,-0.105041102715005,-0.049871868188341,0.061689138011997,0.0772174570382541,0.100670751714144,-0.0793701578395938,-0.0168580032213446,0.0991285736567851,-0.0233721598130531,0.0195583626656629,-0.0365707773419577,-1,-1
"V27",-0.0912921386912002,-0.0481803416389717,0.397240471862091,0.145867135938481,-0.110547365447892,-0.217224623367881,-1,-0.136910644562421,0.122310971333475,-0.136910644562421,-1,-0.0453110510886834,-1,-0.112573085838761,-0.126474336675,-1,-0.247812681531412,-0.190198328536136,-0.175873238519228,-1,-0.0354672333167631,-0.178335974020395,-0.0752438983410543,-0.199595583186424,-0.152352359176807,-1,1,-1,-1,-1,-0.0804878313416526,0.253351775001522,0.141360548839786,-1,-1,-1,-0.046202972875191,-0.222760503810909,-0.0596087527914636,-1,-0.0292115328168811,-0.0971288243664759,-1,-1,-0.113144508997394,-1,-1,-1,-1,-1
"V28",0.0666335284922217,-0.0498683562438074,-0.0817974307899394,0.0618432296223941,-0.150989635128671,-0.0310214484379419,-0.011519727690318,0.128120881306807,-0.133377895146128,0.0997231919586603,0.0881516697276791,0.272257258289419,0.211868452924812,0.192268162070078,0.17023937483064,0.03792237472098,0.0926124435019909,0.00638874254755916,0.181448711599121,0.117978850380204,0.196599427613295,0.241536537257116,0.2056157713377,0.0355783182160887,0.13396574550735,0.0378647458840801,-1,1,0.338770984125688,0.10637550836251,0.0815292481490466,-0.138119319955875,-0.00492477563152153,0.163496615774914,0.102001339082441,0.0465998154916786,0.208204679760083,-0.17997584732336,0.00942687497502726,0.0509930678225517,0.226324409728151,0.118488561629441,-0.0457909989298743,-0.0530256127249749,0.229105963047221,-0.0207825442973734,0.066884647143018,-0.0396711240458166,-1,-1
"V29",0.118029085338172,0.00992897896025256,-0.115407361389205,0.0679154205150325,-0.037859610312125,-0.0124301517275677,0.00611866560170034,0.0444088929879886,-0.102374461859857,0.0930798114450417,0.148265098822227,0.228949228516685,0.172026047759219,0.209472047143061,0.181278655972617,0.0251310876701821,0.0527684759314226,-0.00134533029994264,0.176794636811847,0.125502335123316,0.238460113605161,0.212863988388056,0.2642089202458,0.0457816489741629,0.158475361168146,0.0650955560415357,-1,0.338770984125688,1,0.169760307774826,-0.0028819290547439,-0.16170820860526,-0.0425310230506686,0.108070615893329,0.0460703857542753,0.0756925394457889,0.162755934804242,-0.197401210348713,-0.0299705277184343,0.0714663850759525,0.188308941240881,0.0963125594660576,0.0460237474447661,-0.0711302787562757,0.223810630361033,-0.0163745497331873,0.0474927630438023,-0.0643142611305886,-1,-1
"V30",0.0973573184865996,-0.150204137543686,-0.179314199163989,0.107003837569336,-0.0733332184112197,-0.113142038849961,0.036886425903889,-0.0282022653697623,-0.0315634760888219,0.0896336309565066,0.0645233158870122,0.14395870073161,0.157902406819199,0.184968229459764,0.103249967292629,0.0574261649967129,0.0163033222785055,0.00855794777924077,0.106557474639928,0.130538153498785,0.101002839413012,0.061189159866532,0.18503724704083,0.0132437048910787,0.021282282682154,0.0654253368929098,-1,0.10637550836251,0.169760307774826,1,0.110818423964475,-0.127045485981753,0.0413664194298697,0.114823726884978,-0.12572822925446,0.133614431100346,0.153533989264492,-0.0355317220466915,0.011454450137284,0.038321686934564,0.298560397639392,-0.0588999604600379,0.0278554280945585,0.0179149305826031,0.13495635528555,0.00331228534702043,-0.0307732677702372,-0.0228892832748702,-1,-1
