"","Jokes.Riddles","Dream","The.other.woman","Single","Lesbian","Confession","Answer.any.question","Poetry","Sexless.marriage","Anxiety","Curious","Random.Thoughts","Movies","Human.Behavior","Think.too.much","Make.friends","Depression","Need.talk","Music","Bored","Good.quote","Good.quote.1","Ten.word.story","Lonely","Depressed","God","Affair","Lyrics","Song","Pictures","Christian","Military.girlfriend","Love.didn.t.love.me","Weird.humor","Cut.myself","Am.I.attractive","Writing","New.member","Depression.loneliness","Lose.weight","Photography","Atheist","Bi","Anything.you.ask","Quotes","Kik.messenger","Gamer","Gay","Workplace.mobbing","Limericks"
"V31",-0.0720064435736599,-0.169588679458193,-0.0966795398570326,0.0511331780332788,-1,-0.051471190431444,-0.0585274883951845,0.0514603554852761,-0.0269065125237442,0.0180678374877958,0.057697676431472,0.133781269330774,0.0448698029299485,0.0483900445903997,-0.0109820884801176,-0.0315531010980724,0.0890570252536384,-0.00802854815083486,0.0423329135534622,-0.0503948320982937,0.0397175538909015,0.114281488970862,0.0948985447702883,-0.0466331569200153,0.0718339248193384,0.286682209106963,-0.0804878313416526,0.0815292481490466,-0.00288192905474391,0.110818423964475,1,-0.0378561793320319,-0.000555848050731666,0.0763040634942395,-1,0.0304992984338051,0.131080684746847,-0.138228860752371,0.0497208358871187,0.114807169342822,0.0468251387076016,0.230933147401097,-0.0942785498840733,-0.00410934564239141,0.0971284044465871,-0.116368240514103,0.0304767706743452,-0.0695927017744762,-1,-1
"V32",-1,-0.24659332984717,0.134314595790487,0.0738698379639047,-0.175126749686676,-0.228333740103969,-0.13438259926168,-0.101354576018178,-0.144213334793216,-0.0241444874758646,-0.196642748777563,-0.229198841518144,-0.0771447945559879,-0.0739650172565371,-0.129880793757069,-0.129135788273796,-0.159677377520893,-0.177433482014683,-0.183987847427885,-0.224032688449421,-1,-0.242915358259179,-1,-0.138811467546525,-0.0888111643787223,-0.135126868301712,0.253351775001522,-0.138119319955875,-0.16170820860526,-0.127045485981753,-0.0378561793320318,1,0.0912993098616871,-0.182182956007639,-0.0573325059959427,-0.102612034771843,-1,-0.146691051477396,-0.0887629454493035,-0.064626880892111,-0.162041303625103,-0.16170820860526,-0.176577809376661,-0.103863394009882,-0.0746080985268836,-1,-0.113063366268574,-1,-1,-1
"V33",-0.131966227751066,-0.229548463635599,0.0880369317015994,0.0844482052406215,-0.0585673504099267,-0.194428819627714,-0.21260145146699,0.0396837861505998,-0.117398705698219,0.0291209367236818,-0.0289594362972694,-0.0386900884028733,-0.0245822016046566,-0.00425967611648367,0.0641027091493731,-0.0520342499821894,0.0264025459747002,-0.0110791482890589,-0.0814138793312268,-0.117014214271853,-0.04987960770729,-0.0876000732386994,-0.0422812333588884,0.0136932100464242,-0.0143245111238812,-0.0131164594385331,0.141360548839786,-0.00492477563152151,-0.0425310230506686,0.0413664194298697,-0.00055584805073168,0.0912993098616871,1,-0.0106347412440043,-0.0991086060866406,-0.0299964797198453,0.0616286802122421,-0.116341746720936,0.0329093827943429,0.106965027410505,0.0824412650615204,0.0309202739117718,-0.0390648056944171,-0.0541616086036156,0.0243982725701761,-0.17632802469151,-0.152991493869032,-0.134457602589635,-1,-1
"V34",0.177204117350492,-0.172925351176547,-0.109197587442368,0.0787710663346373,-0.0363045163931692,-0.0428298559995329,0.0250467454035528,0.0651213510609685,-0.164104129724564,0.0851909779403687,0.158201251451905,0.220429903602553,0.167587213116967,0.221562570701854,0.159065521325085,-0.00192371674109531,0.0416995836301057,0.0225517129027662,0.146573133258105,0.110707502250375,0.121766343427049,0.160335789952227,0.112180012811426,0.00921392962736473,0.0440355443438455,0.0727122913300704,-1,0.163496615774914,0.108070615893329,0.114823726884978,0.0763040634942395,-0.182182956007639,-0.0106347412440043,1,-0.118922348769984,0.171850574053964,0.136042364254643,-0.0627374364956079,0.0180981019732806,0.0811391861758111,0.0384982960682969,0.108070615893329,0.0200763837161776,-0.0494683282521195,0.108163300793666,0.00933131896736242,0.149333567677848,-0.0681903583628815,-1,0.288233001764858
"V35",-0.0162278865447691,-0.150631516545504,-1,0.0165863434531008,0.0293522018844219,-0.157912498666657,-0.0235820100944988,0.0136099652499325,-1,0.0568711197794728,-0.0636698374788422,-0.0401551814032619,-0.0442784249440743,-0.175835213350252,0.0268357536524298,-0.0527028006697721,0.178210783287467,0.00454986221552088,-0.012728684572713,0.000184287936391108,-0.166539946151784,-0.073160386190559,-0.0304721974939662,0.016923067096116,0.184830581336021,0.00343218103444032,-1,0.102001339082441,0.0460703857542753,-0.12572822925446,-1,-0.0573325059959427,-0.0991086060866406,-0.118922348769984,1,-0.0209895699667396,0.0642669041585468,-0.156648276558524,0.0277890643201723,0.0228900738386029,0.025675439135902,0.0260825130899315,0.0612476698322324,-0.102380949490856,-0.114126089414327,0.0191550063141951,0.00932707110264554,-0.0651091133143553,-1,-1
"V36",0.00242631883376919,-0.177415307560241,-0.163432617784213,0.161803500150149,-0.0371518295318144,-0.134750763719003,0.0748598476175819,0.0683550872067878,-0.107234926529809,0.053519436224775,0.0270902402487583,0.120595026875531,0.0680259330571037,0.0720232560134066,0.0255264344518048,0.0458408228169982,0.0177142953566885,0.0499396973323165,0.0589146661556455,0.144899256736935,-0.0129964610007478,0.072246007842555,0.074652467241204,0.00454611524157,0.0157454183897037,0.0904718968905255,-1,0.0465998154916786,0.0756925394457889,0.133614431100346,0.0304992984338051,-0.102612034771843,-0.0299964797198453,0.171850574053964,-0.0209895699667396,1,-0.0151093456442291,-0.0850577334823371,-0.0900313026918188,0.0522089074748513,0.173727047277782,0.0849741914119866,0.013848466999062,0.0503171674369225,0.0876587840525607,0.0264339149383622,0.0153982535318276,0.0691812908287365,-1,-1
"V37",0.170371106386001,-0.0617610805626836,-0.058095261283159,0.0729023086021346,-0.0558402635051877,-0.00377275384415206,-0.115764170469044,0.264135783880283,-0.0126394789378888,0.0405143999863587,0.14479727721607,0.219427545606685,0.123258053924499,0.238977866538525,0.188224511596433,0.0300276071611972,0.0111817653928882,-0.032952723498949,0.0944008345699303,0.0129651150955999,0.20854548172324,0.230124480804381,0.330089586377046,-0.00997839553049818,0.104637790901922,0.0860353747998052,-0.046202972875191,0.208204679760083,0.162755934804242,0.153533989264492,0.131080684746847,-1,0.0616286802122421,0.136042364254643,0.0642669041585468,-0.0151093456442291,1,-0.119447349078361,0.0747232414391616,-0.0276960656521615,0.191058211573433,0.0650617563423136,-0.0574010530635343,-0.0118722678061611,0.206602124314727,-0.14420629677997,-0.0124706956499236,-0.166130694871495,-1,-1
"V38",-0.124039850727642,-0.262612452635327,-0.233622930701402,-0.0723865581031798,-0.147243898207621,-0.288278150621491,-0.105450436701767,-0.176846344249863,-0.298590030970932,-0.131631577821493,-0.0994783169252796,-0.174824411160017,-0.0827876813454441,-0.0643323400739935,-0.10773749946469,-0.071261674919175,-0.138046455702649,-0.146229149473996,-0.152852530639763,-0.0790562291109602,-0.17715698519127,-0.174853107331801,-0.184919009168513,-0.150022120222221,-0.142304397926012,-0.105041102715005,-0.222760503810909,-0.17997584732336,-0.197401210348713,-0.0355317220466915,-0.138228860752371,-0.146691051477396,-0.116341746720936,-0.0627374364956079,-0.156648276558524,-0.0850577334823371,-0.119447349078361,1,-0.146335882086135,-0.146287326338065,-0.13863135794418,-0.155692880579685,-0.116555877443312,-0.0613036876477911,-0.156286730308306,-0.0693930623322013,-0.114768339003925,-0.174203448968704,-1,-1
"V39",-0.182482433011201,-0.182061955998865,-1,0.0596614706651733,-0.141372657476111,-0.180904758169731,-0.201296564439968,0.0199675587381305,-0.230989535971073,0.0831623284697555,-0.0322503711361625,-0.0673712542637284,-0.0114876403777371,-0.0269227401391914,-0.0252869915173601,-0.130532256005657,0.12047816797245,-0.0427127728993971,-0.0315982413059143,-0.104453718939619,-0.194468112960294,-0.0233819078599979,-0.061902636947327,0.0346932101520404,0.0785680493985174,-0.049871868188341,-0.0596087527914636,0.00942687497502726,-0.0299705277184343,0.011454450137284,0.0497208358871187,-0.0887629454493035,0.0329093827943429,0.0180981019732806,0.0277890643201723,-0.0900313026918188,0.0747232414391616,-0.146335882086135,1,-0.0135480340265708,-0.0869068618943038,-0.055517126481299,-0.0262204498322259,-0.172127381129109,-0.049110668219978,-0.12637834352279,-0.0248038183261518,-0.151052124351007,-1,-1
"V40",-0.0552824433561963,-0.0995472046559178,-0.107365308459695,0.0596528724086605,-0.057464055498852,-0.112089545815803,-0.0433549167260761,-0.0041180137595135,-0.164958031971098,0.148659698520909,0.0520532923710224,0.00144975848374813,0.100902941731328,0.0701689078632084,0.0685892468457586,0.0627726049323738,0.141191097556433,0.0521348339956243,0.0180268006270466,0.0450484147842236,-0.0300465113913051,-0.0128784454107443,0.0378409901664895,0.000126244940504799,0.107791072239593,0.061689138011997,-1,0.0509930678225517,0.0714663850759525,0.038321686934564,0.114807169342822,-0.0646268808921111,0.106965027410505,0.0811391861758111,0.0228900738386029,0.0522089074748512,-0.0276960656521615,-0.146287326338065,-0.0135480340265708,1,0.0813443396000146,0.0368351147834187,0.00435734502103184,-0.0924068739541123,0.0156724011886301,-0.00994985389951931,-0.00796193169519138,-0.130772973651749,-1,-1
"V41",0.11758894214934,-0.077249477572527,-0.0857604877673232,0.0762031351430808,0.010089514708514,-0.0594540238790303,0.0185304830646058,0.122818230006284,-0.0256590741308856,0.043974301188763,0.0992439735768015,0.202503491499364,0.162461806399655,0.175579694059367,0.0430477544146716,0.0367814413366823,0.0628818185484472,-0.0401296030331578,0.164002374815775,0.0911853897238887,0.160004136231188,0.152278256619451,0.138794674033871,0.00523000148757024,0.0715391603416421,0.0772174570382541,-0.0292115328168811,0.226324409728151,0.188308941240881,0.298560397639392,0.0468251387076016,-0.162041303625103,0.0824412650615204,0.0384982960682969,0.025675439135902,0.173727047277782,0.191058211573433,-0.13863135794418,-0.0869068618943038,0.0813443396000146,1,0.122972111049287,0.0764774778124355,-0.046404065883361,0.174764950486002,-0.0945742650334556,-0.0125823034518758,-0.119248045861672,-1,-1
"V42",0.0887476685688938,-0.0588594867963122,-0.08537289388808,0.115925676006036,-0.110617153667655,-0.0917368066342348,0.0309936281339014,0.0819744757519202,-0.0718974898880034,0.0300472714767212,0.0885262353145485,0.157344573696897,0.162933053505671,0.147535611626815,0.071540234144827,-0.0334210005372402,0.0785119519186395,-0.0234353642981409,0.106457579484518,0.0515049990150856,0.0570752512450235,0.140233267259487,0.0926022500620192,0.0294737993993755,0.101617157995268,0.100670751714144,-0.0971288243664759,0.118488561629441,0.0963125594660576,-0.0588999604600379,0.230933147401097,-0.16170820860526,0.0309202739117718,0.108070615893329,0.0260825130899315,0.0849741914119866,0.0650617563423136,-0.155692880579685,-0.055517126481299,0.0368351147834187,0.122972111049287,1,0.00872325501794571,0.0116277239270529,0.125532693359478,0.00278626823079416,0.169383335592335,0.0582547808968916,-1,-1
"V43",-0.105899884425117,-0.0950144771118576,-0.170531506195339,0.0556375731894942,0.0290186162309834,-0.0800195858326169,0.0111134866492015,-0.0611122958569213,-1,-0.0398939319135775,-0.0339700923844136,0.0108778345218707,-0.035403457202687,-0.057519234984495,-0.0271397660926431,0.00548277979912631,-0.0106374325746986,-0.0688335017289543,-0.0461125745038152,0.00831436710647969,-0.0780074386815833,-0.110619178916899,-0.152710526913609,-0.0568322874342324,0.0297053517280775,-0.0793701578395938,-1,-0.0457909989298742,0.0460237474447661,0.0278554280945585,-0.0942785498840733,-0.176577809376661,-0.0390648056944171,0.0200763837161776,0.0612476698322324,0.013848466999062,-0.0574010530635343,-0.116555877443312,-0.0262204498322259,0.00435734502103184,0.0764774778124355,0.00872325501794573,1,0.0588630322698998,-0.0108494425032461,0.134809022652503,-0.0865170873385723,0.0951310356214438,-1,-1
"V44",0.00182929045311429,-0.147451114378333,-0.0730341492647993,-0.00869557970588539,-0.0221608303372839,-0.149103335114191,0.118818062967491,-0.0104033099975459,-0.149653855005536,-0.0550068860280445,-0.017773890330281,-0.0761209499890168,0.0306631401117026,-0.0891014307083981,-0.0255614372726871,-0.0303812755450444,-0.0566722355163778,0.0044977671040662,-0.0183045136311524,0.0493120973967945,-0.0782853318253918,-0.0644512764641472,-0.11783200210986,-0.0684053531490768,-0.0742457453513313,-0.0168580032213446,-1,-0.0530256127249749,-0.0711302787562757,0.0179149305826031,-0.00410934564239141,-0.103863394009882,-0.0541616086036156,-0.0494683282521195,-0.102380949490856,0.0503171674369225,-0.0118722678061611,-0.0613036876477911,-0.172127381129109,-0.0924068739541123,-0.046404065883361,0.0116277239270529,0.0588630322698998,1,-0.119656542021797,0.00801930716404817,-0.0225244809588321,0.00147107770530696,-1,-1
"V45",0.192407025539413,-0.0964151011396894,-0.171764257496522,0.0540161478607581,-0.127843952478366,-0.0420980242932796,-0.097555067487111,0.157628371036335,-0.0905335575715246,-0.00584361835494241,0.0778292497834334,0.255904633794151,0.277219926984781,0.161837577057245,0.115456419357914,0.0158143619168842,0.0283180042120905,-0.0538538183078758,0.209916487254196,0.0944955358212608,0.327712460823622,0.298980470496951,0.304811077741772,-0.0241286554240027,0.050124436548274,0.0991285736567851,-0.113144508997394,0.229105963047221,0.223810630361033,0.13495635528555,0.0971284044465871,-0.0746080985268836,0.0243982725701761,0.108163300793666,-0.114126089414327,0.0876587840525607,0.206602124314727,-0.156286730308306,-0.0491106682199779,0.0156724011886301,0.174764950486002,0.125532693359478,-0.0108494425032461,-0.119656542021797,1,-0.11222349660037,-0.0313243663421854,-0.136897277428587,-1,-1
"V46",0.0273946288585071,-0.162218337490467,-0.192621196825369,0.0346100988606442,-0.109300663761251,-0.158059750393694,0.0568662127668247,-0.0649917366647105,-0.237802565555851,0.0109649967410531,-0.0590678971355467,-0.0334596372984493,0.0262810240174202,-0.0164557642272159,-0.0522375708437762,0.0300740915332925,-0.0672548052761348,-0.0336341370713428,-0.0316537857150079,0.133609716539514,-0.201281142545072,-0.0324906925655923,-0.0695700400864789,-0.0587841699636667,-0.0219329228560742,-0.0233721598130531,-1,-0.0207825442973734,-0.0163745497331873,0.00331228534702043,-0.116368240514103,-1,-0.17632802469151,0.00933131896736245,0.0191550063141951,0.0264339149383622,-0.14420629677997,-0.0693930623322013,-0.12637834352279,-0.00994985389951931,-0.0945742650334556,0.00278626823079419,0.134809022652503,0.00801930716404817,-0.11222349660037,1,0.057750100390767,-0.0122236338367045,-1,-1
"V47",0.147616670150902,-0.0759413212877138,-0.227687340314603,0.146729156957555,-0.125364360984735,-0.0783796295275762,-0.0401141619028665,-0.0384773004075034,-1,-0.0384773004075034,0.0699947361532674,0.130811568982202,0.152477530667572,0.11827698066539,0.0258342532946736,-0.0342058681046098,0.0422530691839182,-0.0353481051136843,0.105199079336181,0.0896636014910729,0.0221561574073218,0.0627404121819971,-0.0127336463524846,0.034812814480548,0.0731186593736898,0.0195583626656629,-1,0.066884647143018,0.0474927630438023,-0.0307732677702372,0.0304767706743452,-0.113063366268574,-0.152991493869032,0.149333567677848,0.00932707110264551,0.0153982535318276,-0.0124706956499236,-0.114768339003925,-0.0248038183261518,-0.00796193169519138,-0.0125823034518758,0.169383335592335,-0.0865170873385723,-0.0225244809588321,-0.0313243663421854,0.057750100390767,1,0.0503949531385829,-1,-1
"V48",-0.151571907229665,-0.30194166760469,-1,-0.0298164749899891,-0.133974444589468,-0.206978330861194,-0.0814876855228444,-0.135247051888676,-1,-0.135247051888676,-0.0680543826843643,-0.0970400243028848,-0.00232391765367294,-0.13625419615824,-0.0790312810140676,-0.104849412994708,-0.128314162611945,-0.119426893192627,-0.0215381951323746,-0.0159880053776143,-0.07166284578721,-0.110699303724054,-0.195171620337358,-0.0907214112646045,-0.0635938772827935,-0.0365707773419577,-1,-0.0396711240458166,-0.0643142611305885,-0.0228892832748702,-0.0695927017744762,-1,-0.134457602589635,-0.0681903583628815,-0.0651091133143553,0.0691812908287365,-0.166130694871495,-0.174203448968704,-0.151052124351007,-0.130772973651749,-0.119248045861672,0.0582547808968916,0.0951310356214438,0.00147107770530696,-0.136897277428587,-0.0122236338367045,0.0503949531385829,1,-1,-1
"V49",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
"V50",-1,-1,-1,-1,-1,0.133579650279537,-1,-1,-1,-1,-1,0.187026652715778,-1,0.293263487694952,-1,-1,-1,-1,-1,-1,-1,0.227500599513319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.288233001764858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
